Sample	Tax.ID	Genome.Size	Bin.Size	Hits.per.Bin	Obs.CV	Sim.CV	Total.Hits	Delta.CV
HUZ688815.AF	394	6891900	1000	0.00203104598868417	23.7018011330968	22.1665741174817	14	1.53522701561511
HUZ688815.AF	1148	11467428	1000	0.000784724038713053	49.0538875291162	35.68379542336	9	13.3700921057562
HUZ688815.AF	1511	2715461	1000	0.00699300699300699	13.6830845982809	11.9163606466637	19	1.76672395161719
HUZ688815.AF	2762	187156	1000	0.0529100529100529	5.42176464953004	4.45916022546488	10	0.962604424065163
HUZ688815.AF	2769	116470256	1000	4.29287725805344e-05	152.62240986543	152.621754652249	5	0.000655213181062209
HUZ688815.AF	2829	198060	1000	0.035	5.26402682969486	5.25043803573564	7	0.0135887939592152
HUZ688815.AF	2839	119704	1000	0.43801652892562	3.79618468411738	1.49080786312575	53	2.30537682099163
HUZ688815.AF	2850	194725	1000	0.331632653061224	2.89260899013981	1.7247531344437	65	1.16785585569611
HUZ688815.AF	2880	139954	1000	0.0354609929078014	6.22533992187231	5.21481012159758	5	1.01052980027473
HUZ688815.AF	2898	970758	1000	0.0051440329218107	16.4754137579727	13.9068032005106	5	2.56861055746208
HUZ688815.AF	4770	46930	1000	0.125	3.14202807522974	2.89520676674779	6	0.246821308481947
HUZ688815.AF	4950	9220678	1000	0.00140967252222945	30.4426887595458	26.6154938948691	13	3.82719486467676
HUZ688815.AF	5145	100314	1000	0.0686274509803922	6.23960845562694	3.68277845421865	7	2.55683000140829
HUZ688815.AF	5518	95676	1000	0.175257731958763	4.11871484754485	2.39585260553457	17	1.72286224201027
HUZ688815.AF	5661	47245642	1000	0.000126992189980316	102.462459169655	88.7327447020627	6	13.7297144675925
HUZ688815.AF	5786	51514218	1000	0.000135880114915754	107.536230179751	85.781283242847	7	21.7549469369045
HUZ688815.AF	5851	34593539	1000	0.000924989160283278	155.093620891359	32.864779354132	32	122.228841537227
HUZ688815.AF	5885	43660	1000	0.177777777777778	2.17488244196408	2.28632297090169	8	-0.111440528937611
HUZ688815.AF	5901	47691	1000	0.142857142857143	2.47487373415292	2.6423255018962	7	-0.167451767743285
HUZ688815.AF	5905	47496	1000	0.122448979591837	3.58801373918671	2.92960896633871	6	0.658404772847998
HUZ688815.AF	5907	46990	1000	0.166666666666667	2.85835840404199	2.3740121748101	8	0.484346229231888
HUZ688815.AF	5908	47296	1000	0.163265306122449	3.38886042793149	2.40252353611027	8	0.986336891821223
HUZ688815.AF	5911	152354523	1000	0.000164089369634278	84.0735677471877	78.0592082569306	25	6.01435949025708
HUZ688815.AF	5932	59512964	1000	0.000184830460059818	96.6660776298895	73.5483760601679	11	23.1177015697216
HUZ688815.AF	31964	3403786	1000	0.0117474302496329	13.0115226209913	9.17195254501999	40	3.83957007597133
HUZ688815.AF	35128	172641	1000	0.448275862068966	2.44035460010883	1.48237947023751	78	0.957975129871323
HUZ688815.AF	36809	5090491	1000	0.000981932443047918	31.8998407967806	31.8967058303687	5	0.00313496641191691
HUZ688815.AF	43925	155907	1000	0.0445859872611465	4.64391365832032	4.62850315703191	7	0.0154105012884127
HUZ688815.AF	44056	89599	1000	0.0549450549450549	4.17026511280891	4.1462044373083	5	0.0240606755006079
HUZ688815.AF	49266	161378	1000	0.0368098159509202	5.13110020370013	5.1148304647593	6	0.0162697389408315
HUZ688815.AF	52970	183917	1000	0.0486486486486487	6.87154978569805	4.42161715204096	9	2.44993263365709
HUZ688815.AF	55529	1128485	1000	0.0132743362831858	10.2254191566623	8.62163011907641	15	1.60378903758588
HUZ688815.AF	56107	7610589	1000	0.000656857593273778	39.0076902019201	39.0051265204353	5	0.00256368148484398
HUZ688815.AF	60481	4799109	1000	0.00916475734222037	16.9328953414741	10.3977609475659	44	6.53513439390825
HUZ688815.AF	62928	4376040	1000	0.0198720877112837	8.71470801007226	7.10481788191729	87	1.60989012815497
