Sample	Tax.ID	Genome.Size	Bin.Size	Hits.per.Bin	Obs.CV	Sim.CV	Total.Hits	Delta.CV
GU53	10629	5153	1000	0.857142857142857	1.24721912892465	1.04582503316759	6	0.201394095757053
GU53	36809	5090491	1000	0.00176747839748625	30.6944292681603	23.7650500345238	9	6.92937923363653
GU53	40041	2149868	1000	0.00325430032543003	17.5050899100083	17.501008983173	7	0.00408092683528594
GU53	60481	4799109	1000	0.00145802957717142	35.6791234048536	26.1697719563718	7	9.50935144848184
GU53	100226	9054847	1000	0.000552120141342756	50.3483854804294	42.5464441715317	5	7.80194130889775
GU53	101510	9702737	1000	0.00700741962077494	28.2975935052218	11.9040237229757	68	16.3935697822461
GU53	122587	2184406	1000	0.00457456541628545	18.6793901281771	14.751257163784	10	3.92813296439315
GU53	126793	39416871	1000	0.000405905931300421	186.543790929977	49.6248423293741	16	136.918948600603
GU53	139870	40190	1000	1.19047619047619	2.94650847531819	0.881942028106879	50	2.06456644721132
GU53	139871	40881	1000	1.42857142857143	1.68754403736577	0.8249176164208	60	0.862626420944975
GU53	158878	2903636	1000	0.00654044750430293	19.0064059170913	12.3245450423508	19	6.68186087474052
GU53	158879	2839469	1000	0.00246392115452306	27.4408407543386	20.121054667685	7	7.31978608665363
GU53	164756	5920523	1000	0.00658561296859169	23.5767490305903	12.2819375205417	39	11.2948115100486
GU53	171101	2038615	1000	0.0259803921568627	10.8367067083939	6.18026521308997	53	4.65644149530393
GU53	176279	2643840	1000	0.519470699432892	1.47878464489891	1.38505758259953	1374	0.0937270622993789
GU53	176280	2564615	1000	0.564302416212003	1.41996197646004	1.33238389127828	1448	0.0875780851817596
GU53	189423	2240045	1000	0.0147190008920607	13.6539803600366	8.18162337430421	33	5.47235698573239
GU53	189918	6256079	1000	0.000958772770853308	32.2826041930093	32.2800227198579	6	0.00258147315134494
GU53	190485	5076188	1000	0.000984639621898385	31.8559231921888	31.8527839033826	5	0.0031392888061994
GU53	195103	3256683	1000	0.00920810313075507	13.4184673335603	10.3730276733557	30	3.04543966020456
GU53	196162	5293685	1000	0.00188857412653447	22.9912990062811	22.9891241669643	10	0.00217483931676554
GU53	196164	3219505	1000	0.0235951567836076	10.7250828181224	6.51893988284648	76	4.20614293527591
GU53	196620	2820462	1000	0.00354358610914245	21.2292181258107	16.7690095369722	10	4.46020858883855
GU53	203123	1780517	1000	0.0112233445566779	29.3897041638157	9.38613159358715	20	20.0035725702286
GU53	203275	3405521	1000	0.0167302612268858	11.6794954470917	7.73441271495935	57	3.94508273213232
GU53	205913	2389526	1000	0.0125470514429109	15.4337170970237	8.87127924076665	30	6.56243785625707
