Tax.ID	Frequency	Proportion	Total
1639	1	3.02953646577305e-07	3300835
2850	1	3.02953646577305e-07	3300835
10629	6	1.81772187946383e-06	3300835
62977	1	3.02953646577305e-07	3300835
76869	2	6.05907293154611e-07	3300835
94122	1	3.02953646577305e-07	3300835
160490	1	3.02953646577305e-07	3300835
169963	1	3.02953646577305e-07	3300835
176279	1	3.02953646577305e-07	3300835
176280	1	3.02953646577305e-07	3300835
179408	1	3.02953646577305e-07	3300835
190485	1	3.02953646577305e-07	3300835
204773	1	3.02953646577305e-07	3300835
205922	1	3.02953646577305e-07	3300835
216591	2	6.05907293154611e-07	3300835
216595	8	2.42362917261844e-06	3300835
220341	1	3.02953646577305e-07	3300835
224911	1	3.02953646577305e-07	3300835
226185	1	3.02953646577305e-07	3300835
231023	2	6.05907293154611e-07	3300835
232721	1	3.02953646577305e-07	3300835
234621	7	2.12067552604114e-06	3300835
246197	1	3.02953646577305e-07	3300835
257310	1	3.02953646577305e-07	3300835
257313	1	3.02953646577305e-07	3300835
266264	1	3.02953646577305e-07	3300835
266265	2	6.05907293154611e-07	3300835
267747	1	3.02953646577305e-07	3300835
272622	1	3.02953646577305e-07	3300835
272630	1	3.02953646577305e-07	3300835
284812	1	3.02953646577305e-07	3300835
296591	1	3.02953646577305e-07	3300835
314565	2	6.05907293154611e-07	3300835
316055	1	3.02953646577305e-07	3300835
316057	1	3.02953646577305e-07	3300835
322159	1	3.02953646577305e-07	3300835
331271	3	9.08860939731916e-07	3300835
331272	2	6.05907293154611e-07	3300835
335659	1	3.02953646577305e-07	3300835
339670	1	3.02953646577305e-07	3300835
351746	4	1.21181458630922e-06	3300835
352914	1	3.02953646577305e-07	3300835
358220	7	2.12067552604114e-06	3300835
381666	1	3.02953646577305e-07	3300835
384676	1	3.02953646577305e-07	3300835
388919	1	3.02953646577305e-07	3300835
391008	3	9.08860939731916e-07	3300835
391038	1	3.02953646577305e-07	3300835
391735	1	3.02953646577305e-07	3300835
392499	1	3.02953646577305e-07	3300835
395019	7	2.12067552604114e-06	3300835
395495	1	3.02953646577305e-07	3300835
397945	4	1.21181458630922e-06	3300835
398527	1	3.02953646577305e-07	3300835
398578	5	1.51476823288653e-06	3300835
400667	1	3.02953646577305e-07	3300835
402626	1	3.02953646577305e-07	3300835
406425	2	6.05907293154611e-07	3300835
419610	3	9.08860939731916e-07	3300835
420662	1	3.02953646577305e-07	3300835
431946	1	3.02953646577305e-07	3300835
435590	4	1.21181458630922e-06	3300835
439843	1	3.02953646577305e-07	3300835
440085	3	9.08860939731916e-07	3300835
441620	3	9.08860939731916e-07	3300835
446471	1	3.02953646577305e-07	3300835
454169	1	3.02953646577305e-07	3300835
482957	4	1.21181458630922e-06	3300835
483219	1	3.02953646577305e-07	3300835
487213	1	3.02953646577305e-07	3300835
504832	2	6.05907293154611e-07	3300835
507522	1	3.02953646577305e-07	3300835
509169	2	6.05907293154611e-07	3300835
509170	1	3.02953646577305e-07	3300835
509173	1	3.02953646577305e-07	3300835
509190	1	3.02953646577305e-07	3300835
522373	8	2.42362917261844e-06	3300835
525284	1	3.02953646577305e-07	3300835
